"Table 5.3: Details of Reported landslides in MWS-107-1","","","","","","",""
"No","GN Division No","GN Division","Land Slides","Coordinates","NBRO Recommendation","Proposed Measures","NA"
,,,,"N","E",,
"1","670","Pallegama","1. Landslide - Near the Apada Canal","7.33288","80.69211","Needs NBRO concern","Taking appropriate actions on the recommendation of NBRO"
"2","671","Wavinna","1. Landslide - Watamale","7.33766","80.69672","Needs NBRO concern","Taking appropriate actions on the recommendation of NBRO"
