"Table 2.2: Land use and land cover details of MWS-107-1","","",""
"No","Land cover","Area","NA"
,,"ha","%"
"1","Builtup land","2.45","1.02%"
"2","Forest lands","16.57","6.92%"
"3","Home garden","170.22","71.06%"
"4","Paddy","21.97","9.17%"
"5","Perennials","17.53","7.32%"
"6","Scrub land","10.71","4.47%"
"7","Tea","0.09","0.04%"
,"Total","239.53","100.00%"
