"Table 2.3: Monthly average rainfall details of the MWS-107-1",""
"Month","Monthly Rainfall  mm"
"January","123"
"February","75"
"March","93"
"April","173"
"May","141"
"June","114"
"July","114"
"August","107"
"September","144"
"October","292"
"November","271"
"December","257"
"Annual","1904"
