"Table 2.1: Administrative details of MWS-107-1","","","","","",""
"ID","GND No","GN Name","Total Area of the GN  ha","Area in the MWS  107 1  ha","X  Area belongs to MWS  107 1","Remarks"
"1","671","Wavinna","166.0","140.0","84.32%",
"2","670","Pallegama","80.7","71.7","88.83%",
"3","648","Makkanigama*","62.2","21.3","34.27%","Included in MWS-100-1"
"4","649","Alawathugirigama*","195.8","1.7","0.89%","Included in MWS-101-1"
"5","672","Udagama North*","78.3","4.8","6.17%","Included in MWS-103-1"
"6","597","Eriyagasthenna*","128.2","0.0000002","0.0000002%","Included in Pathadumbara DSD"
