"Table 5.1: Distribution of soil erosion hazard classes in MWS-019","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","563.6","30.5%"
"Low","5-10 t ha-1 y-1","153.6","8.3%"
"Moderate","10-20 t ha-1 y-1","261.2","14.1%"
"High","20-50 t ha-1 y-1","409.3","22.2%"
"Very high",">50 t ha-1 y-1","459.5","24.9%"
