"Table 2.3: Monthly average rainfall details of the MWS-019",""
"Month","Monthly Rainfall  mm"
"January","284"
"February","157"
"March","135"
"April","243"
"May","179"
"June","105"
"July","120"
"August","114"
"September","150"
"October","320"
"November","364"
"December","413"
"Annual","2584"
