"Table 5.45: Forest Plantation in the MWS-019","","","",""
"Species","Beat","FA Division","Extent   ha","Present status"
"Pinus","Hanguranketha","Malulla","34.5","Mature plantation"
"Eucalyptus","Hanguranketha","Malulla","5.8","Young plantations"
