Forest reserve,Total Extent,Extent in the MWS,Peripheral length (Km) ,Gazette No,Gazette date,Length of boundary demarcated with concreate posts (Km) 
Diyathalakanda other state forest,416.98,416.98,2.25,-,-,2.25
