"Table 5.1: Distribution of soil erosion hazard classes in MWS-016","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","722.4","38.0%"
"Low","5-10 t ha-1 y-1","247.9","13.0%"
"Moderate","10-20 t ha-1 y-1","275.6","14.5%"
"High","20-50 t ha-1 y-1","218.1","11.5%"
"Very high",">50 t ha-1 y-1","438.4","23.0%"
