"Table 5.23: Causes of forest fires in the MWS-016","","","",""
"Forest Reserve","Rank of causes of forest fires","NA","NA  1","NA  2"
,"Unintentional","Sabotaging","To have fun","Burning residues for agricultural activities"
"Piduruthalagala
(Conservation forest)","4","1","3","2"
