"Table 5.21: Forest reserves and their protection status in MWS-016","","","","",""
"Forest reserve","Total Extent","Peripheral length  Km","Gazette No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Piduruthalagala
(Conservation forest)","4,200","13.5","1527","14.12.2007","13.5"
