ID,MWS,Group,Database,Layer,Name,Provider,Level,Geocode,Type,Discription,geojson,Year
1,MWS-014,Proposal,Soil and Water Conservation,Key activties proposed for soil and water conservation in MWS-014 belongs to Hanguranketha DS Division,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_014/Table_6_1.geojson,
2,MWS-014,Proposal,Soil and Water Conservation,Reported landslides/Other hazards in MWS-014 belong to Hanguranketha DS Division,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_014/Table_6_2.geojson,
3,MWS-014,Proposal,Minor tanks restoration,Details of minor tanks available in MWS-014,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_014/Table_6_3.geojson,
16,MWS-014,Proposal,Water resource management,Estimate of domestic water supply and water source protection-related activities,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_014/Table_6_16.geojson,
17,MWS-014,Proposal,Stream reservation,Cost estimate of minor irrigation related proposals with locations,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_014/Table_6_17.geojson,
20,MWS-014,Proposal,Water quality improvement,Details related to water pollution in MWS-014 belongs to Hanguranketha DS Division,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_014/Table_6_20.geojson,
22,MWS-014,Proposal,Stream reservation,Total Cost Estimate for Stream Reservation Proposals,,,,,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_014/Table_6_22.geojson,
