"Table 2.3: Monthly average rainfall details of the MWS-126-2",""
"Month","Monthly Rainfall  mm"
"January","99"
"February","86"
"March","129"
"April","268"
"May","205"
"June","175"
"July","167"
"August","155"
"September","184"
"October","320"
"November","290"
"December","197"
"Annual","2274"
