"Table 5.1: Distribution of soil erosion hazard classes in MWS-126-2.","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","714.2","35.8"
"Low","5-10 t ha-1 y-1","122.8","6.2"
"Moderate","10-20 t ha-1 y-1","252.4","12.6"
"High","20-50 t ha-1 y-1","457.2","22.9"
"Very high",">50 t ha-1 y-1","450.7","22.6"
