"Table 6.21: Highlights the severity of degradation factors within key forest reserves.","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4"
,"Forest fires","Encroachments","Hunting","Cutting trees for timber poles","Land slides","Over grazing"
"Bolagandawela forest","1","3","2","4","-","-"
"Galketiwala forest","1","2","-","-","3","4"
