"Table 6.24: Causes of forest fires in the MWS-039","","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2","NA  3"
,"Recklessness","To obtain fresh grass","Sabotaging","Malicious entertainment","Burning residues for agricultural activities"
"Bolagandawela forest","1","-","-","2","3"
"Galketiwala forest","2","1","3","-","-"
