"Table 6.22: Forest reserves and their protection status in MWS-039","","","","",""
"Forest reserve","Total Extent","Peripheral length in the MWS  Km","Gazette  No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Bolagandawela forest","2205.4","20.2","-","-","-"
"Galketiwala forest","484","3.8","-","-","3.8"
