"Table 2.3: Monthly average rainfall details of the MWS-039",""
"Month","Monthly Rainfall  mm"
"January","308"
"February","175"
"March","113"
"April","146"
"May","95"
"June","26"
"July","34"
"August","51"
"September","77"
"October","228"
"November","356"
"December","428"
"Annual","2036"
