"Table 2.6: Age group categorization of the population of MWS-128 (GN-wise)","","","",""
"GND No","GND Name","X0 5","X6 14","X15 18"
"1136","Nawa Nillamba","142","163","279"
"1132","Mulgama","63","74","84"
"1135","Palledelthota","216","505","341"
"1140","Thumpelawaka","101","204","172"
"1133","Pitawala","94","253","89"
,"Total","616","1199","965"
