"Table 2.3: Monthly average rainfall details of the MWS-128",""
"Month","Monthly Rainfall  mm"
"January","163"
"February","111"
"March","130"
"April","263"
"May","207"
"June","165"
"July","168"
"August","157"
"September","188"
"October","351"
"November","330"
"December","282"
"Annual","2516"
