"Table 5.17: Vegetation types in the MWS-128","","",""
"Vegetation Type","Extent  ha","X  of Natural Vegetation","X  of Total Land Area"
"Dense Natural Forests","123.3","16.5","6.4"
"Shrublands","153.1","20.4","7.9"
"Grasslands","245.9","32.8","12.8"
"Forest Plantations","226.6","30.3","11.8"
"Total Vegetation","748.9","100.00","38.9"
