"Table 2.6: Age group categorization of the population of MWS-124-2 (GN-wise)","","","",""
"GND No","GND Name","X0 5","X6 14","X15 18"
"1173","Millagahamula","96","213","103"
"1148","Pabadeniya","40","76","75"
"1182","Rajathalawa","82","149","95"
"1181","Pupuressa","363","520","344"
,"Total","581","958","617"
