"Table 2.3: Monthly average rainfall details of the MWS-124-2",""
"Month","Monthly Rainfall  mm"
"January","144"
"February","103"
"March","133"
"April","295"
"May","244"
"June","203"
"July","203"
"August","183"
"September","216"
"October","368"
"November","336"
"December","276"
"Annual","2705"
