"Table 5.14: Vegetation types in the MWS-124-2","","",""
"Vegetation Type","Extent  ha","X  of Natural Vegetation","X  of Total Land Area"
"Dense Natural Forests","117.2","31.6","7.9"
"Shrublands","35.3","9.5","2.4"
"Grasslands","93.0","25.1","6.3"
"Forest Plantations","125.0","33.8","8.4"
"Total Vegetation","370.5","100.0","25.0"
