"Table 2.4: Monthly average temperature details of the MWS-038","",""
"Month","Temperature","NA"
,"Minimum","Maximum"
"January","15.0","24.1"
"February","14.9","25.5"
"March","15.5","27.0"
"April","17.1","27.0"
"May","17.9","26.8"
"June","17.9","25.2"
"July","17.6","24.9"
"August","17.3","25.4"
"September","17.0","25.6"
"October","16.8","25.4"
"November","16.6","24.8"
"December","16.0","23.9"
