"Table 5.14: Highlights the severity of degradation factors within key forest reserves","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1"
,"Forest fires","Hunting","Cutting trees for timber poles"
"Bolagandawela forest 
(A part of a VRR sanctuary)","3","1","2"
