"Table 2.4: Monthly average temperature details of the MWS-011","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","26.8","16.9"
"February","28.3","16.9"
"March","29.6","17.6"
"April","29.3","19.0"
"May","28.8","19.9"
"June","27.3","20.0"
"July","26.8","19.8"
"August","27.4","19.4"
"September","27.6","19.1"
"October","27.7","18.8"
"November","27.2","18.5"
"December","26.4","18.0"
