"Table 5.37: Annual production of major export crops",""
"Export Crop","Annual Production kg"
"Coffee","17, 600"
"Pepper","84, 800"
"Cocoa","180"
"Vanilla","2, 050"
"Clove","2, 600"
"Cinnamon","1, 400"
"Nutmeg","1, 500"
"Ginger","6, 320"
"Turmeric","7, 620"
