"Table 5.1: Distribution of soil erosion hazard classes in MWS-011","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","598.6","34.0%"
"Low","5-10 t ha-1 y-1","144.6","8.2%"
"Moderate","10-20 t ha-1 y-1","242.0","13.8%"
"High","20-50 t ha-1 y-1","385.1","21.9%"
"Very high",">50 t ha-1 y-1","389.2","22.1%"
