Forest reserve,Rank value of Deforestation and Degradation,,,,,
,Forest fires,Encroachments,Over grassing,Cutting for fire wood,Land slides,Illegal felling
Bihiriella forest,3,4,1,2,5,-
Aspanthiya forest,1,4,2,3,6,5
