"Table 5.23: Deforestation and degradation drivers in the MWS-011","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4"
,"Forest fires","Encroachments","Over grassing","Cutting for fire wood","Land slides","Illegal felling"
"Bihiriella forest","3","4","1","2","5","-"
"Aspanthiya forest","1","4","2","3","6","5"
