"Table 5.1: Distribution of soil erosion hazard classes in MWS-018-1","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","464.6","30.8%"
"Low","5-10 t ha-1 y-1","148.3","9.8%"
"Moderate","10-20 t ha-1 y-1","199.1","13.2%"
"High","20-50 t ha-1 y-1","209.6","13.9%"
"Very high",">50 t ha-1 y-1","489.2","32.4%"
