"Table 5.25: Causes of forest fires in the MWS-018-1","","","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1","NA  2","NA  3"
,"Recklessness","To obtain fresh grass","Sabotaging","Malicious entertainment","Burning residues for agricultural activities"
"Piduruthalagala
(Conservation forest)","2","1","5","3","4"
"Ketahira
(Other estate forest)","1","3","4","5","2"
"Okandagala","1","-","3","4","2"
