"Table 2.3: Monthly average rainfall details of the MWS-018-1",""
"Month","Monthly Rainfall  mm"
"January","278"
"February","153"
"March","137"
"April","246"
"May","196"
"June","135"
"July","148"
"August","136"
"September","170"
"October","330"
"November","369"
"December","410"
"Annual","2707"
