"Table 2.4: Monthly average temperature details of the MWS-018-1","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","25.1","15.3"
"February","26.5","15.2"
"March","27.7","15.9"
"April","27.5","17.2"
"May","27.1","18.1"
"June","25.5","18.3"
"July","24.9","18.1"
"August","25.6","17.7"
"September","25.7","17.5"
"October","25.9","17.2"
"November","25.4","16.9"
"December","24.7","16.3"
