Forest Reserve,Rank value of causes of forest fires,,,,
,Recklessness,To obtain fresh grass,Sabotaging,Malicious entertainment,Burning residues for agricultural activities
Piduruthalagala,2,1,5,3,4
(Conservation forest),,,,,
Ketahira,1,3,4,5,2
(Other estate forest),,,,,
Okandagala,1,-,3,4,2
