"Table 5.20: Forest reserves and their protection status in MWS-040","","","","",""
"Forest reserve","Total Extent","Peripheral length in the MWS  Km","Gazette  No","Gazette date","Length of boundary demarcated with concreate posts  Km"
"Bolagandawela forest 
(A Part of VRR)","2205.4","20.2","-","-","-"
