"Table 2.3: Monthly average rainfall details of the MWS-001",""
"Month","Monthly Rainfall  mm"
"January","143"
"February","99"
"March","122"
"April","248"
"May","187"
"June","145"
"July","142"
"August","137"
"September","165"
"October","322"
"November","309"
"December","261"
"Annual","2281"
