"Table 5.16: Vegetation types in the MWS-041","","",""
"Vegetation Type","Extent  ha","X  of Natural Vegetation","X  of Total Land Area"
"Dense Natural Forests","1071.1","94.3","58.9"
"Shrublands","10.8","1.0","0.6"
"Grasslands","54.1","4.7","3.0"
"Forest Plantations","0","0","0"
"Total Vegetation","1136.0","100","62.5"
