"Table 2.3: Monthly average rainfall details of the MWS-041",""
"Month","Monthly Rainfall  mm"
"January","291"
"February","170"
"March","99"
"April","109"
"May","63"
"June","14"
"July","20"
"August","36"
"September","59"
"October","202"
"November","348"
"December","407"
"Annual","1819"
