"Table 5.19: Primary causes of forest degradation in major reserves within MWS-041.","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1"
,"Forest fires","Hunting","Cutting trees for timber poles"
"Bolagandawela forest 
(A part of VRR sanctuary)","3","1","2"
