"Table 2.4: Monthly average temperature details of the MWS-100-1","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","28.8","18.7"
"February","30.5","18.7"
"March","32.1","19.6"
"April","31.9","21.2"
"May","31.3","21.8"
"June","29.9","21.9"
"July","29.5","21.7"
"August","30.1","21.3"
"September","30.3","20.9"
"October","20.8","30.3"
"November","29.4","20.4"
"December","28.6","19.9"
