"Table 5.3: Reported landslides/Other hazards in MWS-100-1 belong to Kundasale DS Division","","","","","","",""
"No","GN Division No","GN Division","Land Slides","Coordinates","NBRO Recommendation","Proposed Measures","NA"
,,,,"N or X","E or Y",,
"1","646","Galpihilla","Landslide -  Niyadagala area (In 1956)","7.353791","80.712616","NBRO is aware","Allotment of lands at another area"
,,,"Landslide - Puwakgolla area (In 1956)","7.354289","80.71263","NBRO is aware","Allotment of lands at another area"
"2","648","Makkanigama","No special issues are reported",,,,
