"Table 5.24: Three-year plan MWS-100-1","","","","","","",""
"X","GN Division","Extent  ha","NA","NA  1","NA  2","NA  3","NA  4"
,,"2026","2027","2028",,,
,,"RP","DP","RP","DP","RP","DP"
"646","Galpihilla","0.5","0","0.5","0","0.5","0"
"648","Makkanigama","1","0","1","0","1","0"
,"Total","1.5","0","1.5","0","1.5","0"
