"Table 2.3: Monthly average rainfall details of the MWS-100-1",""
"Month","Monthly Rainfall  mm"
"January","127"
"February","76"
"March","91"
"April","171"
"May","143"
"June","117"
"July","118"
"August","110"
"September","150"
"October","297"
"November","273"
"December","263"
"Annual","1937"
