"Table 5.9: Details related to water pollution in MWS-100-1 belongs to Kundasale DS Division","","","","","","","","","","","","","",""
"No","GN Division No","GN Division","Non point sources of pollution","Coordinates","No  of Toilets Needed","Point sources of pollution","Coordinates 1","Recommended water quality improvement measures","Unit Cost  Rs","Total Cost  Rs","Contributions  Local Community  LA  Project","Time frame for the implementation","NA","NA  1"
,,,,"N or X","E or Y",,,"N or X","E or Y",,,,,
"1","646","Galpihilla","Potential to add human waste - Galpihilla Waththa",,,"20",,,,,,,,
"2","648","Makkanigama","No special issues reported",,,,,,,,,,,
