"Table 3.2: Land use and land cover details of MWS-030","","",""
"No","Land cover","Area","NA"
,,"ha","%"
"1","Built-up land","1.89","0.11%"
"2","Forest lands","1123.30","65.68%"
"3","Home garden","67.72","3.96%"
"4","Rocky area","32.57","1.90%"
"5","Seasonal crops","4.76","0.28%"
"6","Water bodies","479.99","28.07%"
"7","Total","1710.23","100.0%"
