"Table 6.20: Vegetation types in the MWS-030","","",""
"Vegetation type","Extent  ha","Percentage from the natural vegetation types and Forest Plantations","Percentage from the total Land area of the mini watershed"
"Dense forests","1072.3","99.5","62.7"
"Shrublands","5.0","0.5","0.3"
"Total","1077.3","100","63.0"
