"Table 6.23: Deforestation and degradation drivers in the MWS-030","","","","","","",""
"Forest reserve","Rank value of Deforestation and Degradation","NA","NA  1","NA  2","NA  3","NA  4","NA  5"
,"Forest fires","Encroachments","Over grassing","Cutting for firewood","Land slides","Gem mining","Illegal felling"
"Deliwala forest","2","1","-","-","-","-","-"
