"Table 6.8: Estimate of domestic water supply related activities","","","","","",""
"GND No","Description","N","E","Observation","Description 1","Amount  Rs"
"513 B","Hapugolla","7.139771","80.861949","A 4.0m deep well with 4.0m Ø is constructed, Drinking water is supplied from the constructed well to about 65 houses through the distribution pipeline system. The water in the well constructed is not enough to supply 65 families. Several other springs are located below the main spring. water samples were tested and Confirmed to be suitable for use as drinking water.","Drilling of tube well (5m deep) with supplying and fixing of 0.5 HP x 4\" Dia tube well pump including all necessary connections and constructing a protective cell for the pump and mounting the same to good working orderRemoving silt from well depth up to 9\" and well clearing 1:3:6 (1 1/2\") Cement concrete, machine mixing and placingEarth excavation to deepen well (Ordinary soil)Providing PVC pipes, pipe joints, etc.. to convey water","221,750.21"
,,,,"Total",,"221,750.21"
