"Table 3.1: Administrative details of MWS-030","","","","","",""
"ID","GND No","GN Name","Total Area of the GN  ha","Area in the MWS 030  ha","X  Area belongs to MWS 030","Remarks"
"1","513B","Serasunthenna","2563.6","1665.2","64.96%",
"2","834","Pitigoda","1929.7","0.01","0.001%","Included in MWS-078 of Ududumbara DSD"
"3","519E","Morangathenna","1357.0","45.0","3.32%","Included in MWS-038"
"4","491B","Endiribedda","418.1","0.001","0.0001%","Included in MWS-020-2 of Hanguranketha DSD"
