"Table 3.3: Monthly average rainfall details of the MWS-030",""
"Month","Monthly Rainfall  mm"
"January","282"
"February","160"
"March","106"
"April","145"
"May","94"
"June","29"
"July","37"
"August","52"
"September","78"
"October","226"
"November","343"
"December","399"
"Annual","1951"
