"Table 2.4: Monthly average temperature details of the MWS-002-2","",""
"Month","Temperature","NA"
,"Maximum","Minimum"
"January","26.8","16.7"
"February","28.3","16.7"
"March","29.4","17.4"
"April","29.1","18.8"
"May","28.5","19.7"
"June","27.0","19.9"
"July","26.5","19.7"
"August","27.1","19.3"
"September","27.3","18.9"
"October","27.5","18.7"
"November","27.0","18.4"
"December","26.4","17.8"
