"Table 5.1: Distribution of soil erosion hazard classes in MWS-002-2","","",""
"Category","Critical Range","Area  ha","Area"
"Very low","0-5 t ha-1 y-1","395.7","43.5%"
"Low","5-10 t ha-1 y-1","132.0","14.5%"
"Moderate","10-20 t ha-1 y-1","110.5","12.2%"
"High","20-50 t ha-1 y-1","120.6","13.3%"
"Very high",">50 t ha-1 y-1","150.8","16.6%"
