Forest Reserve,Rank value of causes of forest fires,,,,
,Unintentional,To obtain fresh grass,Sabotaging,To have fun,Burning residues for agricultural activities
Piduruthalagala,2,1,5,3,4
(Conservation forest),,,,,
Warakalawita,1,-,2,-,-
(Other estate forest),,,,,
