No,GND No.,Scheme,Problem to be addressed / Recommendation,N,E,Estimated Cost,Total cost
1,503B,Kakkutu kandura stream,"Soil erosion of land on both sides(100m). Recommend to construct 200 m long x 1mx1m leader drain with cascaded drops and areca nut with vetiver edge and betel or pepper creepers on Gliricidia stems and mixed agro forestry of Anoda, Avocado, Oranges, Durian and Moringa etc. as an agro forestry initiative. 
Conducting an awareness program for stakeholders and demonstration",7.135572,80.716116,"507000
50000","LKR 557,000"
