,GN Division,Extent (ha) ,,,,,
,,2025 RP,2025 DP,2026 RP,2026 DP,2027 RP,2027 DP
503B,Gedereiyawa,1,1,-,1,0.5,1
501G,Hope,1,1,1,1,1,1
,Total,2,2,1,2,1.5,2
