Forest reserve,Rank value of Deforestation and Degradation,,,,,
,forest fires,encroachments,Over grassing,Cutting for firewood,Land slides,Illegal felling
Piduruthalagala ,1,3,5,2,4,6
Warakalawita other estate forest,1,2,-,-,-,-
