"Table 2.3: Monthly average rainfall details of the MWS-002-2",""
"Month","Monthly Rainfall  mm"
"January","204"
"February","126"
"March","129"
"April","272"
"May","215"
"June","164"
"July","175"
"August","155"
"September","183"
"October","352"
"November","351"
"December","344"
"Annual","2669"
