"Table 6.47: Three year plan MWS-027","","",""
"Forest Reserve","Rank value of causes of forest fires","NA","NA  1"
,"Recklessness","Sabotaging","Burning residues for agricultural activities"
"Ilukpathana Forest","1","3","2"
