"Table 3.3: Monthly average rainfall details of the MWS-027",""
"Month","Monthly Rainfall  mm"
"January","320"
"February","168"
"March","142"
"April","216"
"May","154"
"June","57"
"July","70"
"August","87"
"September","118"
"October","286"
"November","366"
"December","448"
"Annual","2432"
