"Table 5.24: Potential for tourism development and promotion in the area",""
"GN.Division","Attractions"
"Gonangoda","Rawanagama Temple, Gonangoda View Point"
"Pattiyagama Gabadagama South","Loolkandura Tea Estate, James Tailor’s Seat, Kondagala, Gurugal Oya Reservoir"
"Galaha-Loolkandura","Pekoe Trail Stage 2"
"Kandegama3","Kandethenna Reservoir"
