"Table 5.1: Distribution of soil erosion hazard classes in MWS-002-1","","",""
"Category","Critical.Range","Area..ha.","Area...."
"Very low","0-5 t ha-1 y-1","587.8","33.9%"
"Low","5-10 t ha-1 y-1","161.2","9.3%"
"Moderate","10-20 t ha-1 y-1","237.0","13.7%"
"High","20-50 t ha-1 y-1","312.6","18.0%"
"Very high",">50 t ha-1 y-1","436.8","25.2%"
