"Table 2.3: Monthly average rainfall details of the MWS-037",""
"Month","Monthly Rainfall  mm"
"January","317"
"February","179"
"March","119"
"April","161"
"May","107"
"June","29"
"July","38"
"August","55"
"September","83"
"October","238"
"November","362"
"December","441"
"Annual","2129"
